"years","rcs_crn","rcs_sf_crn"
"1",0.814291505332146,0.802895421970242
"10",1.01354200702143,0.873050604360423
"100",0.989856516004749,0.978847088267988
"101",0.97455999488351,1.07706641639389
"102",1.00646139952304,1.10803888927494
"103",1.00172301396348,1.09634292456915
"104",0.989465233413025,1.08880917413578
"105",1.00834398736331,1.1092584570447
"106",0.985508076604985,1.07810423388134
"107",0.99779940629588,1.08909979072705
"108",1.00704822402926,1.10777382247007
"109",1.01533986298267,1.10675969146446
"11",0.909191030800021,0.898863000855586
"110",0.985471991348294,1.07820869121132
"111",0.995191171149207,1.08568379308216
"112",1.04865622294763,1.13797947095076
"113",0.984025177321963,1.07531983419851
"114",1.01958154323659,1.11930669448668
"115",0.980166852979565,1.06582556516708
"116",1.02126215822969,1.11192094781782
"117",1.00824994913686,1.09389964274823
"118",0.987982797914371,1.07003359157492
"119",1.01207069054576,1.09608510745949
"12",1.02649603370373,1.03516710468779
"120",0.984966707494079,1.06267479696572
"121",0.981552268096136,1.0664376646558
"122",0.990346147753863,1.07764199396461
"123",0.996196628308602,1.08379771001434
"124",1.00482866269274,1.08840116540646
"125",1.02263454573436,1.10672335701373
"126",1.00642358241949,1.08814182576245
"127",0.984237080104328,1.06368563124245
"128",1.00748440749403,1.10304518650988
"129",0.979990312039201,1.05698728976351
"13",0.980124929001463,1.0710985261508
"130",1.00705832748591,1.07526209947314
"131",0.973429306869342,1.06361401063382
"132",0.950836798253532,1.03512101208735
"133",0.990480464026061,1.07741797847496
"134",1.00655027186584,1.09395709938234
"135",0.983327514941101,1.07089460402208
"136",0.969880509465795,1.05293349332818
"137",1.00776804642665,1.09957336824071
"138",1.0395495651086,1.14153964238807
"139",1.04705336206786,1.14023686513892
"14",0.998168076671979,1.02460983792424
"140",1.02990726055612,1.12768831420208
"141",1.04553745578255,1.13907373387735
"142",0.999890734842649,1.09099073735721
"143",0.998111390428861,1.08490085062787
"144",1.00490780871142,1.09389499356048
"145",0.98485209389658,1.07332183565065
"146",1.04828138883332,1.1339014838605
"147",1.00714918958994,1.08350893438039
"148",1.04187949661484,1.12071088704283
"149",0.996905360675744,1.06877098148629
"15",0.992339289185496,1.0206351989138
"150",0.976415060127738,1.04285209692633
"151",1.02165219855022,1.09326884646938
"152",0.999352505334558,1.06755015065617
"153",1.05296813220159,1.12624967754623
"154",1.00787468332715,1.07420860397074
"155",1.02002975718904,1.08074607212605
"156",1.01721349283845,1.0895536900765
"157",0.970286644506131,1.02617522894154
"158",0.999767564924521,1.06876672985738
"159",1.01158256336264,1.08327515253264
"16",0.990857444991582,1.10514033569428
"160",0.978407515053393,1.0486602408873
"161",0.983032200394216,1.0594964084073
"162",1.0450087375414,1.1094602617754
"163",1.02204708455495,1.09354450591649
"164",0.995485236268329,1.05219395892061
"165",1.02849012222764,1.10011926872665
"166",0.998906489881447,1.07015415235172
"167",1.04405937038695,1.12168310941952
"168",1.02217635413812,1.09512707585173
"169",1.00499134188551,1.07708392227768
"17",0.985312027494893,1.09956843208928
"170",0.984625424188241,1.05405857761476
"171",1.10693049364609,1.18820385179269
"172",1.02740887482123,1.10177391231919
"173",0.986766330051298,1.06747750324485
"174",0.962741124180683,1.02527406556584
"175",0.951599791270081,1.01732343866681
"176",1.03369260493807,1.1082544361446
"177",1.01242861369307,1.08142359502941
"178",1.00435330758717,1.08198322216349
"179",1.02803733617222,1.10795776042701
"18",0.998247023907021,1.13817042097727
"180",1.00602759862823,1.07843504515901
"181",0.904626040748072,0.964423639411033
"182",1.00171158812804,1.07429592228384
"183",1.01347761050394,1.09938757561157
"184",1.03632373281921,1.1126361977904
"185",0.955653965221085,1.02715984538124
"186",0.975832160475613,1.05155407318146
"187",0.99770313929757,1.07867374285827
"188",1.00801757646502,1.09071543542598
"189",0.994527507573619,1.073575835502
"19",0.972697633710075,1.09591849643278
"190",1.04560228266561,1.1378663056535
"191",1.00375619277549,1.08581734689093
"192",0.941894596042737,1.00954102059558
"193",1.00256661836133,1.08972459229311
"194",0.99745544999532,1.08012145314422
"195",0.963815542954131,1.04445059777099
"196",1.06881022629877,1.16823017675168
"197",1.05913453149099,1.15452869893795
"198",1.04119047911624,1.13529926718858
"199",1.05472676455538,1.14964132634591
"2",0.800371948315796,0.789587651190443
"20",0.984505734570486,1.0863511424003
"200",1.03302775813891,1.12714653940998
"201",0.998568010176581,1.08956299991046
"202",0.999905063077256,1.07912078510782
"203",1.02764199497142,1.11815095789871
"204",1.02283288831507,1.11527583929705
"205",1.01666862737719,1.08510609331572
"206",1.04216508377648,1.14198640365073
"207",1.05303954677356,1.15350128264921
"208",0.935296000094365,1.01137066640745
"209",1.0036060780021,1.08613324438256
"21",0.99472936501882,1.07227020611058
"210",1.04759796466763,1.13398633095446
"211",0.93354352408467,0.999189943108781
"212",1.04551011148278,1.13389093150166
"213",1.03884428909048,1.12380621029969
"214",0.993669774782789,1.0659485647287
"215",0.964056898291669,1.03203058400397
"216",1.11461866008639,1.19330571368083
"217",0.935042543427605,0.999292878188319
"218",0.93506075585339,0.993676192276452
"219",1.00757459410384,1.07471243415469
"22",1.00044475916073,1.05173539672272
"220",1.01536045368136,1.07712782591595
"221",1.00815073281324,1.07209523462459
"222",1.02306347152638,1.08522943511741
"223",1.05399473813323,1.12385945055044
"224",0.983494916512653,1.05156382581289
"225",1.01063419017582,1.07548712470391
"226",1.03630333587499,1.09704261609094
"227",1.02958788788616,1.08590010080785
"228",1.07591416075049,1.13759795143056
"229",1.03147960026751,1.1035940142204
"23",0.993600916549535,0.965677921743249
"230",1.05753869364509,1.12242112552405
"231",1.01401204022905,1.07874718479297
"232",0.989485817573627,1.04913395033522
"233",0.964677853199474,1.01728729408306
"234",1.06101995985265,1.11760419780966
"235",1.00443021480369,1.06782652765336
"236",1.04192436290639,1.09862938018401
"237",1.09000921709103,1.15509795849442
"238",1.01681474576931,1.0778200379023
"239",1.00265514110652,1.05745436487718
"24",0.966615836476073,1.10223616985133
"240",1.02118984533817,1.07935680990067
"241",1.1052345098184,1.16611289592664
"242",1.01917250806314,1.07632613774256
"243",1.1044183013823,1.11610488294339
"244",1.11117059090412,1.16903060686442
"245",1.0551554938522,1.10783962848381
"246",1.03932595047003,1.09818248404346
"247",1.090548302507,1.1398927518337
"248",1.152631564577,1.16801994549605
"249",1.19500536009619,1.25370191892273
"25",0.993351839222775,1.10248143545574
"250",1.05265412981681,1.10482274217183
"251",1.05908176992185,1.11978553566562
"252",1.10415920587397,1.15830271047643
"253",1.09322209324463,1.13833676284973
"254",1.07039113050154,1.12451487084974
"255",1.01476220396051,1.06467636551142
"256",1.10880922548287,1.14476046557821
"257",1.08028299985478,1.12718097579751
"258",1.06705237566549,1.11751363885981
"259",0.987833381557732,1.02567583506354
"26",0.926211954919555,1.05199784713706
"260",1.10395955840073,1.15470200681588
"261",1.12308955722734,1.17472993002774
"262",1.01402208164339,1.0550379190521
"263",1.11343902936481,1.15628850629542
"264",1.0793861778036,1.11917576281818
"265",1.14072391459295,1.19369657123795
"266",1.05325309284433,1.09687698145001
"267",1.08606373737244,1.13470904374002
"268",1.12871036771507,1.18304321069299
"269",0.981057733822235,1.02976733121854
"27",0.915326009146671,1.11084506064122
"270",1.06011211481075,1.1012854907217
"271",1.00749687726146,1.05261888600964
"272",1.11122777551847,1.16116479258563
"273",1.04990551729987,1.09279576494029
"274",1.09612799622863,1.14486503072181
"275",1.05014886877411,1.09058903599722
"276",1.06099862741982,1.09775436876861
"277",1.17864899552333,1.22327966211222
"278",1.06632947098172,1.10178445682681
"279",1.05836347393218,1.09801104402217
"28",0.967649329698923,1.11207163859555
"280",1.01375914444587,1.04831151364847
"281",1.02880396577553,1.05615220470744
"282",1.0942281755303,1.12290600077501
"283",1.04170429050368,1.06667893137421
"284",1.09696393529763,1.12313312666617
"285",1.05362882729369,1.07947028212575
"286",0.996087489003473,1.01866969027585
"287",1.08573236791079,1.10616321032887
"288",1.06917938398042,1.07703984167287
"289",1.06541023622184,1.09366535871147
"29",0.94833119183938,1.13863398413846
"290",1.08191858342267,1.1044965515272
"291",1.05214324417798,1.05674989580085
"292",1.03611641364099,1.04930429669292
"293",0.968031765366477,0.99325611303231
"294",1.01919446221863,1.03739045285273
"295",1.0028279537532,1.02130378058332
"296",1.09421107661131,1.10986858307225
"297",1.04674368025621,1.06169365410528
"298",1.06880682314415,1.0821298304744
"299",1.02885677655722,1.04907599059882
"3",0.919216130744563,0.907301168559661
"30",0.990654619832439,1.13601658956056
"300",1.06424698885158,1.07741067797325
"301",1.00614428835736,1.02310599388694
"302",1.04435430930216,1.05925498173629
"303",1.00322777702419,1.01453106498168
"304",0.988182337831606,1.0069026321203
"305",1.00931690532099,1.02854375804243
"306",1.08636373496051,1.10392586633867
"307",1.04966255534313,1.06325664924766
"308",1.10995993603531,1.117206480714
"309",0.996912345541434,1.01539172774685
"31",0.984922745320303,1.19257664281261
"310",1.04540568634106,1.05854253574618
"311",1.08708163908994,1.1019420584184
"312",1.09873785401175,1.10914174010903
"313",1.0326534857875,1.04816716203916
"314",1.05085241922045,1.06899350370754
"315",1.01229396772299,1.02532528216415
"316",1.01379500621732,1.02502933696939
"317",1.06093974966199,1.07737903332668
"318",1.10700854435268,1.11088367783076
"319",1.09968747693878,1.10618893584747
"32",0.997947419169464,1.22307964361242
"320",1.08547307490896,1.09079955957593
"321",1.09190465881513,1.10970123125456
"322",1.12394795359632,1.12428293007787
"323",1.13907165079093,1.152988646691
"324",1.10639389432624,1.11602169265849
"325",1.09603990189296,1.10785562836865
"326",1.16145636515058,1.17871594381106
"327",1.08139503267521,1.09558784782464
"328",1.03310369495086,1.05021985782142
"329",1.10678295179765,1.12166399583532
"33",0.965741433820034,1.25802763091684
"330",1.07806323005957,1.09153095238787
"331",1.080164008967,1.09570708651605
"332",1.08942813903526,1.09962308278617
"333",1.05380984384417,1.06903337790348
"334",1.14307027416915,1.14854725133122
"335",1.06428904303985,1.07440378083034
"336",1.03564886074062,1.0491273779266
"337",1.09489674982287,1.10464520366746
"338",1.0658489452343,1.07762952730328
"339",1.09489293183477,1.10716172383801
"34",0.940730895280706,1.20015329184282
"340",1.0971980777923,1.11115499196079
"341",1.04891879981099,1.06473843522505
"342",1.09903717486581,1.10962661522123
"343",1.10856075692502,1.12423488421211
"344",1.05256981110316,1.06342782674231
"345",1.07231643039312,1.08714704685047
"346",1.13292947534087,1.14467423641371
"347",1.04614508764214,1.04751864166745
"348",1.03671637723404,1.04341482537664
"349",1.09262478989375,1.10438219567538
"35",0.959386369736875,1.20438072279846
"350",1.05950917948049,1.059716632449
"351",1.0995431856888,1.10503042393387
"352",1.02481811754215,1.0342685800717
"353",1.03551897792035,1.03771291182664
"354",1.04899614610388,1.05251069492959
"355",1.06741286516532,1.073904092187
"356",1.04005851380991,1.04351321129298
"357",1.01012291568906,1.01608106539693
"358",1.03892067187856,1.04173244099187
"359",1.0554896377323,1.06129371583727
"36",0.998669627940016,1.23114194171514
"360",1.01004477486837,1.01601918239637
"361",1.09542595363039,1.10282671653537
"362",1.04209715437742,1.04607085677114
"363",1.04260495901718,1.0493907434186
"364",1.09357509054556,1.09778682421912
"365",1.05535995242133,1.06004655602679
"366",1.00752695606863,1.01024417404709
"367",1.01977632070166,1.02138528586482
"368",1.05085491719754,1.05672236484602
"369",1.07341881350157,1.07900746610404
"37",0.996293509494371,1.23259213909477
"370",1.03214720391595,1.03557697062614
"371",1.06872620545365,1.07279915530834
"372",1.09824128560219,1.10332451350781
"373",1.0569660642995,1.06064091170601
"374",1.03941016169281,1.04549271048161
"375",1.07801642177445,1.08097081657507
"376",1.00942399301716,1.01418412837681
"377",1.00385646947138,1.00891264928745
"378",1.03086162408867,1.03308290974896
"379",1.05178480785153,1.0502089003023
"38",0.988931760000902,1.22613050128283
"380",1.04192250017317,1.04546039519845
"381",0.998333226224269,1.00267132495008
"382",1.03144818825712,1.03422949724189
"383",1.00994861427001,1.01346018133401
"384",0.964428580265718,0.969025439574885
"385",1.07577464526449,1.0780075319421
"386",1.04990205910383,1.05133550331464
"387",1.01376739170744,1.01228694337041
